,gene_ids,feature_types,genome,mt,ribo,hb,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts
AL358876.2,ENSG00000233645,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SLC45A1,ENSG00000162426,Gene Expression,GRCh38,False,False,False,64,0.013221154,0.013134518,98.71794871794873,66.0,4.204693
RERE,ENSG00000142599,Gene Expression,GRCh38,False,False,False,1739,0.46254006,0.3801747,65.16426282051282,2309.0,7.7450027
RERE-AS1,ENSG00000232912,Gene Expression,GRCh38,False,False,False,8,0.0016025641,0.0016012813,99.83974358974359,8.0,2.1972246
AL357552.2,ENSG00000228423,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ENO1,ENSG00000074800,Gene Expression,GRCh38,False,False,False,4515,5.073718,1.8039709,9.555288461538458,25328.0,10.139706
ENO1-AS1,ENSG00000230679,Gene Expression,GRCh38,False,False,False,73,0.014623397,0.014517507,98.53766025641025,73.0,4.304065
CA6,ENSG00000131686,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SLC2A7,ENSG00000197241,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SLC2A5,ENSG00000142583,Gene Expression,GRCh38,False,False,False,177,0.037459936,0.036775358,96.45432692307693,187.0,5.236442
GPR157,ENSG00000180758,Gene Expression,GRCh38,False,False,False,511,0.11318109,0.10722177,89.7636217948718,565.0,6.338594
MIR34AHG,ENSG00000228526,Gene Expression,GRCh38,False,False,False,137,0.028645834,0.028243212,97.25560897435898,143.0,4.9698133
LNCTAM34A,ENSG00000234546,Gene Expression,GRCh38,False,False,False,90,0.018229166,0.018065007,98.19711538461539,91.0,4.5217886
H6PD,ENSG00000049239,Gene Expression,GRCh38,False,False,False,1007,0.23317307,0.20959058,79.82772435897436,1164.0,7.0604763
SPSB1,ENSG00000171621,Gene Expression,GRCh38,False,False,False,441,0.09655449,0.09217298,91.16586538461539,482.0,6.1800165
BX323043.1,ENSG00000284652,Gene Expression,GRCh38,False,False,False,5,0.0010016026,0.0010011013,99.89983974358975,5.0,1.7917595
LINC02606,ENSG00000284693,Gene Expression,GRCh38,False,False,False,15,0.0030048077,0.0030003022,99.69951923076923,15.0,2.7725887
AL928921.1,ENSG00000235263,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SLC25A33,ENSG00000171612,Gene Expression,GRCh38,False,False,False,366,0.07652243,0.07373588,92.66826923076923,382.0,5.948035
TMEM201,ENSG00000188807,Gene Expression,GRCh38,False,False,False,391,0.08153045,0.07837712,92.16746794871796,407.0,6.011267
PIK3CD,ENSG00000171608,Gene Expression,GRCh38,False,False,False,520,0.11879007,0.1122478,89.58333333333334,593.0,6.3868794
PIK3CD-AS1,ENSG00000179840,Gene Expression,GRCh38,False,False,False,5,0.0010016026,0.0010011013,99.89983974358975,5.0,1.7917595
PIK3CD-AS2,ENSG00000231789,Gene Expression,GRCh38,False,False,False,61,0.012820513,0.012739026,98.77804487179486,64.0,4.1743875
CLSTN1,ENSG00000171603,Gene Expression,GRCh38,False,False,False,2799,1.0372596,0.71160555,43.93028846153846,5178.0,8.552367
CTNNBIP1,ENSG00000178585,Gene Expression,GRCh38,False,False,False,963,0.22315705,0.20143527,80.70913461538461,1114.0,7.0166097
AL357140.1,ENSG00000223989,Gene Expression,GRCh38,False,False,False,6,0.0012019231,0.0012012013,99.8798076923077,6.0,1.9459101
AL357140.4,ENSG00000285701,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LZIC,ENSG00000162441,Gene Expression,GRCh38,False,False,False,924,0.2217548,0.20028819,81.49038461538461,1107.0,7.010312
AL357140.2,ENSG00000228150,Gene Expression,GRCh38,False,False,False,32,0.0064102565,0.006389798,99.35897435897436,32.0,3.4965076
NMNAT1,ENSG00000173614,Gene Expression,GRCh38,False,False,False,289,0.060296476,0.058548562,94.21073717948718,301.0,5.710427
AL603962.1,ENSG00000241326,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
RBP7,ENSG00000162444,Gene Expression,GRCh38,False,False,False,434,0.09875801,0.094180465,91.30608974358975,493.0,6.2025356
UBE4B,ENSG00000130939,Gene Expression,GRCh38,False,False,False,720,0.16566506,0.15329179,85.57692307692308,827.0,6.719013
KIF1B,ENSG00000054523,Gene Expression,GRCh38,False,False,False,528,0.11678686,0.110455684,89.42307692307693,583.0,6.369901
AL139424.3,ENSG00000284735,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AL139424.2,ENSG00000284642,Gene Expression,GRCh38,False,False,False,10,0.0020032052,0.0020012015,99.79967948717949,10.0,2.3978953
PGD,ENSG00000142657,Gene Expression,GRCh38,False,False,False,2077,0.62359774,0.4846445,58.393429487179496,3113.0,8.043663
AL139424.1,ENSG00000271989,Gene Expression,GRCh38,False,False,False,3,0.00060096156,0.00060078106,99.93990384615384,3.0,1.3862944
CENPS,ENSG00000175279,Gene Expression,GRCh38,False,False,False,594,0.13161057,0.1236419,88.10096153846155,657.0,6.489205
CORT,ENSG00000241563,Gene Expression,GRCh38,False,False,False,102,0.021434294,0.02120781,97.95673076923077,107.0,4.6821313
DFFA,ENSG00000160049,Gene Expression,GRCh38,False,False,False,861,0.20172276,0.18375616,82.75240384615384,1007.0,6.9157233
AL354956.1,ENSG00000203469,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PEX14,ENSG00000142655,Gene Expression,GRCh38,False,False,False,575,0.12740384,0.119917504,88.48157051282051,636.0,6.4567695
AL139423.2,ENSG00000287727,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
CASZ1,ENSG00000130940,Gene Expression,GRCh38,False,False,False,1051,0.26322114,0.23366493,78.9463141025641,1314.0,7.181592
AL139423.1,ENSG00000272078,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
C1orf127,ENSG00000175262,Gene Expression,GRCh38,False,False,False,48,0.009815705,0.009767844,99.03846153846155,49.0,3.912023
TARDBP,ENSG00000120948,Gene Expression,GRCh38,False,False,False,2307,0.728766,0.54740787,53.786057692307686,3638.0,8.199464
MASP2,ENSG00000009724,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AL109811.2,ENSG00000271895,Gene Expression,GRCh38,False,False,False,208,0.043870192,0.042935144,95.83333333333334,219.0,5.3936276
SRM,ENSG00000116649,Gene Expression,GRCh38,False,False,False,2699,0.93609774,0.66067445,45.93349358974359,4673.0,8.449771
EXOSC10,ENSG00000171824,Gene Expression,GRCh38,False,False,False,1506,0.38762018,0.32759017,69.83173076923077,1935.0,7.5683794
AL109811.1,ENSG00000226849,Gene Expression,GRCh38,False,False,False,9,0.0018028846,0.0018012613,99.81971153846155,9.0,2.3025851
EXOSC10-AS1,ENSG00000230337,Gene Expression,GRCh38,False,False,False,79,0.016225962,0.016095728,98.41746794871796,81.0,4.406719
MTOR,ENSG00000198793,Gene Expression,GRCh38,False,False,False,906,0.21594551,0.19552198,81.85096153846155,1078.0,6.98379
MTOR-AS1,ENSG00000225602,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
ANGPTL7,ENSG00000171819,Gene Expression,GRCh38,False,False,False,13,0.0030048077,0.0030003022,99.73958333333334,15.0,2.7725887
UBIAD1,ENSG00000120942,Gene Expression,GRCh38,False,False,False,628,0.13782051,0.1291146,87.4198717948718,688.0,6.535241
AL031291.1,ENSG00000284646,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
DISP3,ENSG00000204624,Gene Expression,GRCh38,False,False,False,78,0.01582532,0.015701406,98.4375,79.0,4.3820267
AL590989.1,ENSG00000285833,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC01647,ENSG00000235643,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AL031731.1,ENSG00000284708,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
FBXO2,ENSG00000116661,Gene Expression,GRCh38,False,False,False,114,0.02363782,0.023362773,97.71634615384616,118.0,4.7791233
FBXO44,ENSG00000132879,Gene Expression,GRCh38,False,False,False,1006,0.23297276,0.20942813,79.84775641025641,1163.0,7.0596175
FBXO6,ENSG00000116663,Gene Expression,GRCh38,False,False,False,1289,0.3143029,0.2733064,74.1786858974359,1569.0,7.358831
MAD2L2,ENSG00000116670,Gene Expression,GRCh38,False,False,False,1527,0.395633,0.3333481,69.4110576923077,1975.0,7.58883
DRAXIN,ENSG00000162490,Gene Expression,GRCh38,False,False,False,20,0.0040064105,0.003998406,99.59935897435898,20.0,3.0445225
AGTRAP,ENSG00000177674,Gene Expression,GRCh38,False,False,False,2633,0.869391,0.62561274,47.25560897435898,4340.0,8.37586
C1orf167,ENSG00000215910,Gene Expression,GRCh38,False,False,False,185,0.0390625,0.038318865,96.29407051282051,195.0,5.278115
AL953897.1,ENSG00000177553,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
MTHFR,ENSG00000177000,Gene Expression,GRCh38,False,False,False,507,0.107972756,0.102532,89.84375,539.0,6.291569
CLCN6,ENSG00000011021,Gene Expression,GRCh38,False,False,False,366,0.07892628,0.07596636,92.66826923076923,394.0,5.9788857
NPPA,ENSG00000175206,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
NPPB,ENSG00000120937,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AL021155.5,ENSG00000285646,Gene Expression,GRCh38,False,False,False,62,0.012419872,0.012343378,98.75801282051282,62.0,4.1431346
KIAA2013,ENSG00000116685,Gene Expression,GRCh38,False,False,False,1819,0.49238783,0.40037742,63.56169871794872,2458.0,7.80751
PLOD1,ENSG00000083444,Gene Expression,GRCh38,False,False,False,2059,0.6027644,0.4717299,58.75400641025641,3009.0,8.009695
AL096840.2,ENSG00000287384,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
MFN2,ENSG00000116688,Gene Expression,GRCh38,False,False,False,1288,0.32351762,0.28029305,74.19871794871796,1615.0,7.387709
MIIP,ENSG00000116691,Gene Expression,GRCh38,False,False,False,1314,0.33193108,0.28662983,73.67788461538461,1657.0,7.4133673
TNFRSF8,ENSG00000120949,Gene Expression,GRCh38,False,False,False,47,0.009615385,0.009569451,99.05849358974359,48.0,3.8918202
AL357835.1,ENSG00000285604,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TNFRSF1B,ENSG00000028137,Gene Expression,GRCh38,False,False,False,989,0.25340545,0.2258642,80.18830128205127,1265.0,7.1436176
VPS13D,ENSG00000048707,Gene Expression,GRCh38,False,False,False,882,0.20572917,0.18708451,82.33173076923077,1027.0,6.9353704
LINC02766,ENSG00000229484,Gene Expression,GRCh38,False,False,False,3,0.00060096156,0.00060078106,99.93990384615384,3.0,1.3862944
DHRS3,ENSG00000162496,Gene Expression,GRCh38,False,False,False,2147,0.64042467,0.49495515,56.991185897435905,3197.0,8.070281
AC254633.1,ENSG00000272482,Gene Expression,GRCh38,False,False,False,19,0.0038060897,0.003798865,99.61939102564102,19.0,2.9957323
AADACL4,ENSG00000204518,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AADACL3,ENSG00000188984,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
C1orf158,ENSG00000157330,Gene Expression,GRCh38,False,False,False,5,0.0010016026,0.0010011013,99.89983974358975,5.0,1.7917595
PRAMEF12,ENSG00000116726,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF1,ENSG00000116721,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC01784,ENSG00000228338,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF11,ENSG00000239810,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
HNRNPCL1,ENSG00000179172,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF2,ENSG00000120952,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF4,ENSG00000243073,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF10,ENSG00000187545,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF7,ENSG00000204510,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF6,ENSG00000232423,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF27,ENSG00000274764,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
HNRNPCL3,ENSG00000277058,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF25,ENSG00000229571,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
HNRNPCL2,ENSG00000275774,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC245056.1,ENSG00000233336,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF26,ENSG00000280267,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
HNRNPCL4,ENSG00000179412,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF9,ENSG00000204505,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF13,ENSG00000279169,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
PRAMEF18,ENSG00000279804,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF5,ENSG00000270601,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF8,ENSG00000182330,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF33,ENSG00000237700,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF15,ENSG00000204501,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC243961.1,ENSG00000228229,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF14,ENSG00000204481,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF19,ENSG00000204480,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF17,ENSG00000204479,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRAMEF20,ENSG00000204478,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LRRC38,ENSG00000162494,Gene Expression,GRCh38,False,False,False,9,0.0018028846,0.0018012613,99.81971153846155,9.0,2.3025851
AL354712.1,ENSG00000259961,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PDPN,ENSG00000162493,Gene Expression,GRCh38,False,False,False,579,0.14022435,0.13122505,88.4014423076923,700.0,6.552508
AL359771.1,ENSG00000237445,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRDM2,ENSG00000116731,Gene Expression,GRCh38,False,False,False,773,0.17267628,0.15928856,84.51522435897436,862.0,6.7604146
KAZN,ENSG00000189337,Gene Expression,GRCh38,False,False,False,410,0.088942304,0.08520686,91.78685897435898,444.0,6.0980744
AL357873.1,ENSG00000231606,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
KAZN-AS1,ENSG00000234593,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AL031293.1,ENSG00000287756,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
TMEM51-AS1,ENSG00000175147,Gene Expression,GRCh38,False,False,False,25,0.005008013,0.0049955146,99.49919871794873,25.0,3.2580965
TMEM51,ENSG00000171729,Gene Expression,GRCh38,False,False,False,567,0.12660256,0.11920652,88.64182692307693,632.0,6.4504704
C1orf195,ENSG00000204464,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
FHAD1,ENSG00000142621,Gene Expression,GRCh38,False,False,False,46,0.009214744,0.009172548,99.07852564102564,46.0,3.8501475
AL031283.2,ENSG00000233485,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AL031283.3,ENSG00000236045,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AL031283.1,ENSG00000228140,Gene Expression,GRCh38,False,False,False,4,0.00080128206,0.0008009612,99.9198717948718,4.0,1.609438
EFHD2,ENSG00000142634,Gene Expression,GRCh38,False,False,False,2221,0.64983976,0.5006782,55.508814102564095,3244.0,8.08487
CTRC,ENSG00000162438,Gene Expression,GRCh38,False,False,False,5,0.0010016026,0.0010011013,99.89983974358975,5.0,1.7917595
CELA2A,ENSG00000142615,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
CELA2B,ENSG00000215704,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
CASP9,ENSG00000132906,Gene Expression,GRCh38,False,False,False,323,0.06790865,0.06570221,93.52964743589743,339.0,5.8289456
DNAJC16,ENSG00000116138,Gene Expression,GRCh38,False,False,False,508,0.116987176,0.11063504,89.82371794871796,584.0,6.371612
AL121992.3,ENSG00000272510,Gene Expression,GRCh38,False,False,False,6,0.0012019231,0.0012012013,99.8798076923077,6.0,1.9459101
AGMAT,ENSG00000116771,Gene Expression,GRCh38,False,False,False,139,0.029447116,0.029021878,97.21554487179486,147.0,4.9972124
AL121992.1,ENSG00000237301,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
DDI2,ENSG00000197312,Gene Expression,GRCh38,False,False,False,1174,0.29847756,0.26119247,76.4823717948718,1490.0,7.3072023
RSC1A1,ENSG00000215695,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AL121992.2,ENSG00000271742,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PLEKHM2,ENSG00000116786,Gene Expression,GRCh38,False,False,False,1712,0.4659455,0.38250044,65.7051282051282,2326.0,7.752335
AL450998.3,ENSG00000237938,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SLC25A34,ENSG00000162461,Gene Expression,GRCh38,False,False,False,71,0.014222756,0.014122562,98.57772435897436,71.0,4.276666
SLC25A34-AS1,ENSG00000224459,Gene Expression,GRCh38,False,False,False,14,0.0030048077,0.0030003022,99.71955128205127,15.0,2.7725887
TMEM82,ENSG00000162460,Gene Expression,GRCh38,False,False,False,12,0.0024038462,0.0024009617,99.75961538461539,12.0,2.5649493
FBLIM1,ENSG00000162458,Gene Expression,GRCh38,False,False,False,579,0.13040866,0.12257921,88.4014423076923,651.0,6.4800444
UQCRHL,ENSG00000233954,Gene Expression,GRCh38,False,False,False,41,0.008213141,0.008179597,99.1786858974359,41.0,3.7376697
AL450998.2,ENSG00000179743,Gene Expression,GRCh38,False,False,False,72,0.014423077,0.014320054,98.5576923076923,72.0,4.2904596
SPEN,ENSG00000065526,Gene Expression,GRCh38,False,False,False,906,0.20512821,0.18658596,81.85096153846155,1024.0,6.932448
ZBTB17,ENSG00000116809,Gene Expression,GRCh38,False,False,False,1064,0.24138622,0.21622868,78.68589743589743,1205.0,7.095064
SRARP,ENSG00000183888,Gene Expression,GRCh38,False,False,False,3564,2.1794872,1.1567199,28.60576923076923,10880.0,9.294773
AL355994.3,ENSG00000233078,Gene Expression,GRCh38,False,False,False,16,0.0032051282,0.0032000027,99.67948717948718,16.0,2.8332133
HSPB7,ENSG00000173641,Gene Expression,GRCh38,False,False,False,51,0.010216346,0.010164512,98.97836538461539,51.0,3.9512436
CLCNKA,ENSG00000186510,Gene Expression,GRCh38,False,False,False,99,0.020432692,0.020226745,98.01682692307693,102.0,4.634729
CLCNKB,ENSG00000184908,Gene Expression,GRCh38,False,False,False,121,0.024839744,0.024536254,97.5761217948718,124.0,4.828314
FAM131C,ENSG00000185519,Gene Expression,GRCh38,False,False,False,17,0.0034054487,0.0033996634,99.65945512820514,17.0,2.8903718
EPHA2,ENSG00000142627,Gene Expression,GRCh38,False,False,False,232,0.049078524,0.047912184,95.3525641025641,245.0,5.5053315
AL451042.2,ENSG00000227959,Gene Expression,GRCh38,False,False,False,3,0.00060096156,0.00060078106,99.93990384615384,3.0,1.3862944
AL451042.1,ENSG00000224621,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ARHGEF19-AS1,ENSG00000234166,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
ARHGEF19,ENSG00000142632,Gene Expression,GRCh38,False,False,False,712,0.16205929,0.15019368,85.73717948717949,809.0,6.6970344
AL109627.1,ENSG00000288398,Gene Expression,GRCh38,False,False,False,189,0.0390625,0.038318865,96.2139423076923,195.0,5.278115
CPLANE2,ENSG00000132881,Gene Expression,GRCh38,False,False,False,137,0.028645834,0.028243212,97.25560897435898,143.0,4.9698133
FBXO42,ENSG00000037637,Gene Expression,GRCh38,False,False,False,644,0.1436298,0.13420725,87.09935897435898,717.0,6.5764694
SZRD1,ENSG00000055070,Gene Expression,GRCh38,False,False,False,2474,0.7780449,0.5755144,50.44070512820513,3884.0,8.264878
SPATA21,ENSG00000187144,Gene Expression,GRCh38,False,False,False,7,0.0016025641,0.0016012813,99.85977564102564,8.0,2.1972246
NECAP2,ENSG00000157191,Gene Expression,GRCh38,False,False,False,1388,0.35697114,0.30525512,72.19551282051282,1782.0,7.4860525
LINC01772,ENSG00000226029,Gene Expression,GRCh38,False,False,False,10,0.0020032052,0.0020012015,99.79967948717949,10.0,2.3978953
